ID,Name,github src,Manufacturer,Burst,Element,Class,Rarity,Gun,Reload Time,Ammo,RoF,RoF/60,Burst value,F1/ 0.000,F2/ 0.033,F3/ 0.067,F4/ 0.100,F5/ 0.133,F6/ 0.167,F7/ 0.200,F8/ 0.233,F9/ 0.267,F10/ 0.300,F11/ 0.333,F12/ 0.367,F13/ 0.400,F14/ 0.433,F15/ 0.467,F16/ 0.500,F17/ 0.533,F18/ 0.567,F19/ 0.600,F20/ 0.633,F21/ 0.667,F22/ 0.700,F23/ 0.733,F24/ 0.767,F25/ 0.800,F26/ 0.833,F27/ 0.867,F28/ 0.900,F29/ 0.933,F30/ 0.967,F31/ 1.000,F32/ 1.033,F33/ 1.067,F34/ 1.100,F35/ 1.133,F36/ 1.167,F37/ 1.200,F38/ 1.233/ 2RL,F39/ 1.267,F40/ 1.300,F41/ 1.333,F42/ 1.367,F43/ 1.400,F44/ 1.433,F45/ 1.467,F46/ 1.500,F47/ 1.533,F48/ 1.567,F49/ 1.600,F50/ 1.633,F51/ 1.667,F52/ 1.700,F53/ 1.733,F54/ 1.767,F55/ 1.800,F56/ 1.833,F57/ 1.867,F58/ 1.900,F59/ 1.933,F60/ 1.967,F61/ 2.000,F62/ 2.033,F63/ 2.067,F64/ 2.100,F65/ 2.133,F66/ 2.167,F67/ 2.200,F68/ 2.233,F69/ 2.267,F70/ 2.300,F71/ 2.333,F72/ 2.367,F73/ 2.400,F74/ 2.433,F75/ 2.467/ 2RL,F76/ 2.500,F77/ 2.533,F78/ 2.567,F79/ 2.600,F80/ 2.633,F81/ 2.667,F82/ 2.700,F83/ 2.733,F84/ 2.767,F85/ 2.800,F86/ 2.833,F87/ 2.867,F88/ 2.900,F89/ 2.933,F90/ 2.967,F91/ 3.000,F92/ 3.033,F93/ 3.067,F94/ 3.100,F95/ 3.133,F96/ 3.167,F97/ 3.200,F98/ 3.233,F99/ 3.267,F100/ 3.300,F101/ 3.333,F102/ 3.367,F103/ 3.400,F104/ 3.433,F105/ 3.467,F106/ 3.500,F107/ 3.533,F108/ 3.567,F109/ 3.600,F110/ 3.633,F111/ 3.667,F112/ 3.700/ 3RL,F113/ 3.733,F114/ 3.767,F115/ 3.800,F116/ 3.833,F117/ 3.867,F118/ 3.900,F119/ 3.933,F120/ 3.967,F121/ 4.000,F122/ 4.033,F123/ 4.067,F124/ 4.100,F125/ 4.133,F126/ 4.167,F127/ 4.200,F128/ 4.233,F129/ 4.267,F130/ 4.300,F131/ 4.333,F132/ 4.367,F133/ 4.400,F134/ 4.433,F135/ 4.467,F136/ 4.500,F137/ 4.533,F138/ 4.567,F139/ 4.600,F140/ 4.633,F141/ 4.667,F142/ 4.700,F143/ 4.733,F144/ 4.767,F145/ 4.800,F146/ 4.833,F147/ 4.867,F148/ 4.900,F149/ 4.933,F150/ 4.967/ 4RL
76,Mari,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Mari.webp,Abnormal,B1,Electric,Supporter,SSR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
77,Maxwell,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Maxwell.webp,Missilis,B3,Iron,Attacker,SSR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
78,Milk,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Milk.webp,Tetra,B1,Water,Supporter,SSR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
79,Product 08,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Product%2008.webp,Missilis,B1,Electric,Supporter,SR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
80,Ram,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Ram.webp,Abnormal,B1,Wind,Defender,SR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
81,Rapunzel Pure Grace,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Rapunzel%20Pure%20Grace.webp,Pilgrim,B1,Iron,Defender,SSR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
82,Red Hood,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Red%20Hood.webp,Pilgrim,B1/B2/B3,Iron,Attacker,SSR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
83,Rouge,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Rouge.webp,Tetra,B1,Electric,Supporter,SSR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
84,Trony,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Trony.webp,Missilis,B3,Fire,Attacker,SSR,SR,2,6,60,1,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,2.8,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,5.6,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,8.4,11.2,11.2
85,Yulha,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Yulha.webp,Tetra,B3,Fire,Attacker,SSR,SR,2,6,60,1,2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,2.75,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,8.25,11,11
86,Ludmilla,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Ludmilla.webp,Tetra,B1,Water,Defender,SSR,SMG,2,60,1440,24,0.1,0.1,0.1,0.2,0.2,0.3,0.4,0.4,0.5,0.6,0.6,0.7,0.8,0.8,0.9,1,1,1.1,1.1,1.2,1.3,1.3,1.4,1.5,1.5,1.6,1.7,1.7,1.8,1.9,1.9,2,2,2.1,2.2,2.2,2.3,2.4,2.4,2.5,2.6,2.6,2.7,2.8,2.8,2.9,3,3,3.1,3.1,3.2,3.3,3.3,3.4,3.5,3.5,3.6,3.7,3.7,3.8,3.9,3.9,4,4,4.1,4.2,4.2,4.3,4.4,4.4,4.5,4.6,4.6,4.7,4.8,4.8,4.9,4.9,5,5.1,5.1,5.2,5.3,5.3,5.4,5.5,5.5,5.6,5.7,5.7,5.8,5.9,5.9,6,6,6.1,6.2,6.2,6.3,6.4,6.4,6.5,6.6,6.6,6.7,6.8,6.8,6.9,6.9,7,7.1,7.1,8.1,7.3,7.3,7.4,7.5,7.5,7.6,7.7,7.7,7.8,7.8,7.9,8,8,8.1,8.2,8.2,8.3,8.4,8.4,8.5,8.6,8.6,8.7,8.8,8.8,8.9,8.9,9,9.1,9.1,9.2,9.3,9.3,9.4,9.5,9.5,10.35,10.35
87,Admi,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Admi.webp,Missilis,B2,Wind,Supporter,SSR,SR,2,6,60,1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,10.8,10.8
88,Sakura,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Sakura.webp,Tetra,B1,Fire,Supporter,SSR,SR,2,6,60,1,2.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,2.7,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,5.4,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,8.1,10.8,10.8
89,Delta,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Delta.webp,Elysion,B2,Wind,Defender,SR,SR,2,6,60,1,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,10.6,10.6
90,Frima,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Frima.webp,Tetra,B1,Iron,Supporter,SSR,SR,2,6,60,1,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,10.6,10.6
91,Mary Bay Goddess,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Mary%20Bay%20Goddess.webp,Tetra,B1,Water,Supporter,SSR,SR,2,6,60,1,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,2.65,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,5.3,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,7.95,10.6,10.6
92,Ade,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Ade.webp,Tetra,B2,Wind,Supporter,SSR,AR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
93,iDoll Flower,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/iDoll%20Flower.webp,Tetra,B1,Wind,Defender,SR,AR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
94,Mihara,https://raw.githubusercontent.com/sirentide/public-host/refs/heads/master/image-name-only/Mihara.webp,Missilis,B3,Water,Attacker,SR,AR,2,60,720,12,0.21875,0.21875,0.21875,0.21875,0.21875,0.4375,0.4375,0.4375,0.65625,0.65625,0.65625,0.875,0.875,0.875,1.09375,1.09375,1.09375,1.3125,1.3125,1.3125,1.53125,1.53125,1.53125,1.75,1.75,1.75,1.96875,1.96875,1.96875,2.1875,2.1875,2.1875,2.1875,2.40625,2.40625,2.40625,2.625,2.625,2.625,2.84375,2.84375,2.84375,3.0625,3.0625,3.0625,3.28125,3.28125,3.28125,3.5,3.5,3.5,3.71875,3.71875,3.71875,3.9375,3.9375,3.9375,4.15625,4.15625,4.15625,4.375,4.375,4.375,4.375,4.59375,4.59375,4.59375,4.8125,4.8125,4.8125,5.03125,5.03125,5.03125,5.25,5.25,5.25,5.46875,5.46875,5.46875,5.6875,5.6875,5.6875,5.90625,5.90625,5.90625,6.125,6.125,6.125,6.34375,6.34375,6.34375,6.5625,6.5625,6.5625,6.5625,6.78125,6.78125,6.78125,7,7,7,7.21875,7.21875,7.21875,7.4375,7.4375,7.4375,7.65625,7.65625,7.65625,7.875,7.875,7.875,8.09375,8.09375,8.09375,8.3125,8.3125,8.3125,8.53125,8.53125,8.53125,8.53125,8.75,8.75,8.75,8.96875,8.96875,8.96875,9.1875,9.1875,9.1875,9.40625,9.40625,9.40625,9.625,9.625,9.625,9.84375,9.84375,9.84375,10.0625,10.0625,10.0625,10.28125,10.28125,10.28125,10.5,10.5,10.5,10.71875
